Age,Weight (kg),Height (m),Frecuencia_Max_BPM,Promedio_BPM,BPM_Reposo,duracion_sesion_horas,calorias_quemadas,Fat_Percentage,Ingesta_Agua (litros),Workout_Frequency (days/week),Experience_Level,IMC,intensidad_sesion,duracion_minutos,Gender_Male,categoria_ejercicio_HIIT,categoria_ejercicio_Strength,categoria_ejercicio_Yoga,intensidad_ejercicio,eficiencia_metabolica,tipo_usuario,intensidad_num,Age_z,Age_mm,Weight (kg)_z,Weight (kg)_mm,Height (m)_z,Height (m)_mm,IMC_z,IMC_mm,duracion_minutos_z,duracion_minutos_mm,calorias_quemadas_z,calorias_quemadas_mm,eficiencia_metabolica_z,eficiencia_metabolica_mm,Promedio_BPM_z,Promedio_BPM_mm,BPM_Reposo_z,BPM_Reposo_mm,Ingesta_Agua (litros)_z,Ingesta_Agua (litros)_mm,age_group
42,45.5,1.6,166,163,64,1.31,1057.0,21.7,2.6,3,2,17.77,Media,78.60000000000001,True,False,True,False,Alta,0.7567719274128996,Adulto_Regular,2,0.2724137604972655,0.5853658536585367,-1.3376992847597673,0.0611790878754171,-0.9602473452442704,0.2000000000000001,-1.081629597005021,0.1387665198237885,0.1562649807080787,0.5400000000000001,0.5627172895734216,0.5515873015873016,1.6861923756282764,0.6512899367466574,1.3414467848631797,0.8775510204081636,0.2426474312907132,0.5833333333333335,-0.0443746077467029,0.5000000000000001,30-44
31,48.8,1.51,195,131,60,1.48,969.0,28.2,2.0,2,1,21.4,Media,88.8,False,False,False,False,Alta,0.5099141197272039,Adulto_Regular,2,-0.6311017271390008,0.3170731707317073,-1.182013936798611,0.0978865406006673,-1.6652767744640309,0.02,-0.5309740635999406,0.2529893014474512,0.6520982908734966,0.6533333333333333,0.2369402038430606,0.4817460317460318,-0.0302202381000168,0.3383140814777881,-0.8904270579015944,0.2244897959183673,-0.3035548836794756,0.4166666666666669,-1.044602252631854,0.2272727272727273,30-44
26,44.3,1.6,186,136,61,1.08,734.0,34.7,2.0,3,1,17.3,Media,64.80000000000001,False,False,False,False,Moderada,0.6547491614928993,Adulto_Regular,1,-1.0417905851554854,0.1951219512195122,-1.3943121385638242,0.0478309232480533,-0.9602473452442704,0.2000000000000001,-1.1529265944431442,0.1239773442416614,-0.5145683212804284,0.3866666666666668,-0.6330326955505171,0.2952380952380953,0.976823836896477,0.5219415368720117,-0.5416967699695985,0.3265306122448983,-0.1670043049369284,0.4583333333333335,-1.044602252631854,0.2272727272727273,18-29
43,113.2,1.83,161,134,63,1.45,962.0,29.9,2.9,4,2,33.8,Media,87.0,True,False,False,True,Alta,0.3271441202475685,Adulto_Regular,2,0.3545515321005624,0.6097560975609757,1.8562092173524385,0.814238042269188,0.8414945294284487,0.6600000000000001,1.350053102852676,0.6431718061674008,0.5645982949619522,0.6333333333333333,0.2110261174781455,0.4761904761904761,-1.3010276533444236,0.106591222715868,-0.6811888851423968,0.285714285714286,0.1060968525481659,0.541666666666667,0.4557392146958722,0.6363636363636364,30-44
19,60.5,1.59,184,128,53,1.14,730.0,30.1,2.2,2,1,23.93,Media,68.39999999999999,False,False,False,False,Moderada,0.4459889101497301,Adulto_Regular,1,-1.616754986378564,0.024390243902439,-0.630038612209057,0.2280311457174637,-1.0385839484909103,0.1800000000000001,-0.1471838433479145,0.3325991189427312,-0.3395683294573405,0.4266666666666665,-0.6478407449018972,0.2920634920634921,-0.4746948815502293,0.2572672337871331,-1.099665230660792,0.1632653061224491,-1.259408934877306,0.125,-0.7111930376701368,0.3181818181818182,18-29
37,124.2,1.76,168,158,50,1.5,1304.0,29.3,2.8,2,1,40.1,Media,90.0,True,True,False,False,Alta,0.3613189249099473,Adulto_Regular,2,-0.1382750975192191,0.4634146341463415,2.3751603772229597,0.9365962180200222,0.2931383067019685,0.52,2.30573626000199,0.841409691629956,0.710431621481193,0.6666666666666666,1.4771143370211397,0.7476190476190477,-1.0634088138022202,0.1499193589337541,0.9927164969311836,0.7755102040816326,-1.6690606711049476,0.0,0.2890346072150136,0.5909090909090909,30-44
45,52.4,1.85,186,161,73,1.2,956.0,25.2,2.5,3,1,15.31,Media,72.0,True,False,True,False,Alta,0.8672617751651064,Adulto_Regular,2,0.5188270753071563,0.6585365853658538,-1.0121753753864406,0.1379310344827585,0.9981677359217288,0.7000000000000002,-1.4548011155109433,0.0613593455003146,-0.1645683376342512,0.4666666666666667,0.1888140434510754,0.4714285714285714,2.4544328868308543,0.7913732297280277,1.2019546696903811,0.8367346938775513,1.471602639973638,0.9583333333333336,-0.2110792152275615,0.4545454545454545,45-59
24,54.7,1.74,160,167,53,0.84,772.0,22.9,3.6,3,1,18.07,Media,50.4,True,False,False,True,Moderada,0.8476735095440132,Adulto_Regular,1,-1.2060661283620793,0.1463414634146342,-0.9036674055953317,0.1635150166852057,0.1364651002086884,0.48,-1.0361208752360058,0.1482064191315292,-1.2145682885727844,0.2266666666666666,-0.4923562267124067,0.3253968253968254,2.318234860492096,0.7665384706273511,1.6204310152087764,0.9591836734693876,-1.259408934877306,0.125,1.622671467061882,0.9545454545454544,18-29
25,88.1,1.95,182,131,68,1.41,1016.0,22.7,3.0,2,1,23.17,Media,84.6,True,False,False,False,Alta,0.5183192172971693,Joven_Activo,2,-1.1239283567587823,0.1707317073170731,0.6720570252842495,0.5350389321468296,1.7815337683881274,0.8999999999999999,-0.262472605162752,0.3086847073631215,0.4479316337465594,0.6066666666666666,0.4109347837217761,0.5190476190476191,0.0282207552149442,0.3489703885447598,-0.8904270579015944,0.2244897959183673,0.788849746260902,0.75,0.6224438221767309,0.6818181818181818,18-29
52,59.7,1.71,169,151,58,1.23,836.0,34.3,2.0,3,1,20.42,Media,73.8,False,False,True,False,Moderada,0.5547459979986675,Senior,1,1.0937914765302348,0.8292682926829269,-0.6677805147450948,0.2191323692992213,-0.0985447095312317,0.4199999999999999,-0.6796358880453888,0.2221522970421649,-0.0770683417227069,0.4866666666666666,-0.2554274370903259,0.3761904761904762,0.2814976779087239,0.3951536668928302,0.5044940938263893,0.6326530612244898,-0.57665604116457,0.3333333333333335,-1.044602252631854,0.2272727272727273,45-59
31,79.7,1.54,184,144,59,1.03,742.0,26.7,2.3,4,2,33.61,Media,61.8,False,False,False,False,Moderada,0.3572291726244982,Adulto_Regular,1,-0.6311017271390008,0.3170731707317073,0.2757670486558522,0.4416017797552836,-1.4302669647241106,0.08,1.321230912398967,0.6371932032724985,-0.6604016477996695,0.3533333333333334,-0.6034165968477571,0.3015873015873016,-1.0918450317026342,0.1447342131553959,0.016271690721595,0.489795918367347,-0.4401054624220228,0.375,-0.5444884301892788,0.3636363636363636,30-44
